height_cm,weight_kg,nationality,overall,potential,preferred_foot,contract_valid_until,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,age,fee,window,league,season,position_group
171,66,Turkey,76,82,Right,2018,68,66,49,74,71,83,74,72,62,80,91,90,93,72,92,73,75,67,48,72,59,40,72,67,64,75,29,33,27,9,12,7,13,7,23,1500000,summer,Super Lig,2017,attacker
167,58,France,79,79,Right,2018,80,66,50,78,72,80,82,80,75,81,85,82,91,76,93,75,42,73,35,74,52,34,73,78,65,64,21,26,34,14,12,8,6,8,32,1500000,summer,Super Lig,2017,midfielder
188,83,Belgium,79,79,Left,2018,63,38,83,75,43,55,59,65,71,59,33,48,56,72,54,67,77,70,82,53,71,79,39,48,48,76,81,81,77,16,10,6,15,13,32,1500000,summer,Jupiler Pro League,2017,defender
178,74,Netherlands,78,78,Right,2018,78,42,63,75,33,72,62,49,68,71,73,74,71,75,73,66,78,78,70,52,69,81,51,60,86,69,79,78,81,7,10,14,9,12,33,1500000,summer,1 Bundesliga,2017,defender
180,66,Belgium,67,75,Right,2018,68,47,50,70,64,63,37,40,71,68,60,38,67,65,72,68,55,71,59,47,58,68,61,67,42,63,58,66,63,12,10,10,9,13,22,1500000,summer,Jupiler Pro League,2017,midfielder
179,63,Norway,67,80,Right,2017,64,63,33,55,50,69,57,38,36,70,90,90,83,55,74,68,48,70,43,51,40,30,64,56,53,56,21,27,31,7,11,8,12,14,19,1500000,summer,Serie A,2017,attacker
190,80,Argentina,74,78,Right,2018,18,18,12,29,15,20,17,17,20,23,44,43,43,61,50,25,58,31,56,13,30,20,12,50,23,42,12,18,13,73,75,69,72,80,26,1500000,summer,Super League 1,2017,goalkeeper
188,82,Switzerland,72,77,Right,2019,38,32,73,62,37,45,39,23,57,61,65,69,58,62,55,41,81,65,77,22,67,66,35,39,39,62,70,74,75,16,6,9,9,14,25,1500000,summer,Jupiler Pro League,2017,defender
183,78,Poland,70,79,Right,2018,73,37,71,67,39,61,58,37,64,63,71,77,71,57,67,57,73,75,72,55,72,64,66,62,38,57,69,72,71,16,8,11,10,9,23,1500000,summer,Premier Liga Ukr,2017,defender
175,71,Norway,69,73,Right,2018,53,63,63,59,61,66,63,44,48,70,79,80,80,67,82,74,85,83,75,62,81,37,68,58,67,69,37,29,24,13,14,12,11,9,23,1500000,summer,Bundesliga,2017,attacker
171,65,France,67,79,Right,2019,61,68,61,69,60,72,46,29,59,70,76,80,77,62,85,67,53,52,42,55,43,22,66,44,61,52,19,15,14,11,9,12,12,14,22,1500000,summer,Ligue 1,2017,attacker
186,80,Morocco,64,77,Right,2020,54,58,68,45,41,76,72,64,48,71,74,78,82,62,63,55,72,72,67,55,44,28,56,50,53,64,36,37,39,8,6,14,8,12,20,1500000,summer,Premier League,2017,midfielder
191,90,North Macedonia,71,71,Right,2018,36,74,74,61,60,64,38,35,43,64,53,63,53,65,47,72,54,49,90,65,70,15,75,44,63,67,16,25,19,10,14,15,9,8,30,1500000,winter,Super Lig,2017,attacker
184,75,Venezuela,63,74,Right,2021,57,39,60,73,38,63,45,49,72,57,57,59,47,61,51,58,61,68,56,43,70,64,47,56,55,52,62,60,60,9,5,10,7,14,21,1500000,summer,Serie A,2017,midfielder
189,84,Colombia,61,78,Right,2020,23,62,71,42,51,44,27,29,20,57,51,57,53,52,51,66,68,62,84,59,45,21,63,48,60,48,16,22,17,12,7,14,6,14,20,1500000,winter,Serie A,2017,attacker
172,64,North Macedonia,73,81,Right,2020,72,69,52,75,71,76,85,84,65,75,78,68,77,66,80,75,53,67,50,77,57,26,68,70,74,80,32,42,31,12,13,8,12,6,22,1500000,summer,Laliga,2017,midfielder
183,70,Georgia,64,82,Right,2020,53,51,37,69,52,68,57,53,66,66,72,73,63,46,70,61,46,58,44,43,38,30,61,67,37,57,34,38,32,10,8,13,8,13,18,1500000,summer,Jupiler Pro League,2017,midfielder
179,80,England,60,77,Right,2020,42,54,54,64,36,66,37,26,45,67,72,69,66,52,66,67,61,59,55,49,33,11,64,37,62,46,18,14,17,15,11,13,9,6,19,1500000,summer,1 Bundesliga,2017,attacker
182,80,Russia,73,73,Left,2019,75,62,57,74,61,72,75,76,72,72,79,79,75,74,70,74,74,77,72,71,74,73,67,69,66,71,67,70,65,12,8,11,12,11,27,1500000,winter,Premier Liga,2017,defender
190,86,Czech Republic,69,75,Right,2022,37,26,69,57,18,42,32,31,60,46,42,59,49,63,46,50,65,62,85,33,78,62,34,32,27,68,68,69,67,14,9,6,11,7,23,1500000,summer,Superliga,2017,defender
175,65,Russia,69,77,Right,2020,66,45,53,58,28,54,43,31,54,52,83,79,85,67,76,52,64,72,64,31,60,73,58,28,49,43,70,76,65,14,13,12,12,10,22,1500000,winter,Eredivisie,2017,defender
180,85,Algeria,70,71,Right,2021,42,71,66,61,68,66,59,61,39,65,73,68,65,65,71,78,84,76,78,54,71,18,74,58,68,67,14,19,18,11,9,8,8,7,25,1500000,summer,Ligue 1,2017,attacker
182,70,Cape Verde,71,72,Right,2021,29,70,74,67,57,73,49,29,50,69,78,79,83,62,67,69,81,63,65,68,33,32,69,56,69,68,15,17,20,14,15,7,12,6,26,1500000,summer,Ligue 1,2017,attacker
188,71,Czech Republic,67,75,Right,2022,52,66,62,53,58,70,56,46,49,71,70,73,81,67,49,70,65,56,62,55,54,27,65,67,62,63,34,18,20,9,7,13,10,7,20,1500000,winter,Eredivisie,2017,attacker
180,69,Moldova,65,79,Right,2021,51,68,62,57,55,58,42,67,49,63,72,71,59,62,68,61,66,61,55,65,51,12,67,62,61,62,20,16,14,8,13,8,14,11,18,1500000,winter,Serie A,2017,attacker
182,76,Costa Rica,78,78,Right,2019,62,75,68,78,72,71,68,69,79,78,59,62,64,77,59,80,65,76,76,79,68,77,76,73,75,81,76,77,75,9,16,7,9,13,30,1500000,summer,Super Lig,2018,midfielder
178,72,Costa Rica,77,80,Left,2018,76,70,52,74,64,79,72,69,68,77,86,85,85,72,76,82,78,66,74,74,70,45,75,75,75,74,38,40,42,8,15,14,15,14,26,1500000,summer,Serie A,2018,attacker
177,73,France,75,75,Right,2019,72,66,53,71,68,77,67,47,54,76,95,96,86,67,80,70,64,74,66,57,58,24,72,63,63,65,20,30,30,11,5,9,6,5,30,1500000,summer,Serie A,2018,attacker
179,70,Morocco,75,75,Right,2019,81,69,49,76,69,76,82,77,75,79,68,66,76,68,72,73,43,67,68,79,59,31,69,77,73,63,51,53,54,15,12,14,15,6,30,1500000,summer,Ligue 1,2018,midfielder
189,87,Denmark,74,79,Right,2019,48,47,70,69,57,61,32,35,64,66,59,64,58,70,59,58,75,79,78,52,77,73,57,62,33,75,69,74,76,14,6,10,11,7,25,1500000,summer,Superliga,2018,defender
194,80,Senegal,73,81,Right,2018,15,16,11,34,11,15,12,12,35,24,43,41,60,63,54,26,81,33,57,15,16,21,16,51,23,57,11,14,10,75,71,66,73,76,24,1500000,summer,Serie A,2018,goalkeeper
186,77,Cyprus,73,78,Left,2018,61,56,75,71,66,68,62,59,74,68,65,68,62,66,57,74,67,75,72,68,72,73,65,67,54,71,72,73,73,15,8,13,13,10,25,1500000,summer,Jupiler Pro League,2018,defender
170,66,Australia,73,76,Left,2019,72,61,54,73,55,74,72,55,71,72,84,83,84,66,84,63,73,82,52,57,73,66,61,48,47,64,68,73,74,14,11,11,14,15,27,1500000,summer,Eredivisie,2018,defender
180,70,Belgium,72,77,Right,2020,67,59,47,72,58,68,67,69,71,73,56,61,69,69,74,62,53,71,62,67,68,66,72,73,57,68,56,66,62,7,16,13,15,10,24,1500000,summer,Jupiler Pro League,2018,midfielder
172,67,Belgium,71,77,Right,2018,64,70,66,60,66,73,72,67,52,71,92,92,89,69,84,69,84,85,38,72,71,23,68,56,65,74,19,20,15,13,8,16,10,8,23,1500000,summer,1 Bundesliga,2018,attacker
184,80,Russia,64,80,Right,2020,53,62,39,56,54,71,41,61,51,68,77,82,70,53,73,66,49,67,65,68,31,21,54,56,59,62,27,33,32,15,11,6,13,10,21,1500000,summer,Premier Liga,2018,midfielder
182,73,Italy,61,67,Left,2018,66,34,48,61,42,60,66,67,57,65,68,72,50,54,73,52,62,64,55,33,56,44,56,55,58,54,33,39,50,8,7,8,6,13,23,1500000,summer,Serie A,2018,defender
189,75,Senegal,60,70,Right,2020,25,57,67,46,48,63,29,24,33,65,72,85,63,47,45,53,70,54,76,52,77,16,50,51,53,52,14,23,19,12,9,10,8,9,21,1500000,winter,Bundesliga,2018,attacker
181,70,Poland,60,66,Right,2019,38,42,43,63,39,52,38,40,58,62,68,47,65,60,59,64,39,63,57,51,49,58,55,51,46,53,58,57,55,15,14,16,14,10,23,1500000,winter,Premier Liga,2018,midfielder
185,70,Switzerland,59,71,Right,2021,48,52,54,65,47,60,45,38,57,58,65,67,63,57,61,55,60,68,59,48,43,49,53,50,54,55,43,68,60,14,7,13,6,11,21,1500000,summer,Super League,2018,midfielder
177,74,Spain,80,80,Right,2019,81,62,83,76,43,72,70,36,66,79,75,75,68,84,70,70,74,78,69,60,74,77,62,60,74,63,76,82,80,10,9,13,6,16,31,1500000,summer,Laliga,2018,defender
183,74,Spain,77,81,Right,2018,64,58,59,81,55,72,76,67,76,77,58,54,67,77,61,81,54,75,68,72,89,78,75,76,61,69,69,77,64,10,14,9,10,9,27,1500000,summer,Laliga,2018,midfielder
182,74,Portugal,75,83,Left,2018,79,53,59,72,60,76,72,74,65,75,78,76,70,77,67,75,63,79,65,70,65,73,71,65,34,65,68,75,72,11,13,16,14,6,23,1500000,summer,Liga Portugal,2018,defender
178,71,Spain,75,78,Right,2020,69,36,69,73,25,63,61,42,61,69,75,80,73,71,72,64,83,87,70,55,80,73,61,59,48,67,74,75,77,7,11,16,9,15,28,1500000,summer,Laliga,2018,defender
180,72,Angola,73,77,Right,2018,67,53,43,66,46,71,72,71,62,66,86,89,85,67,73,66,85,80,63,59,71,70,62,56,49,67,70,72,76,10,10,7,10,10,25,1500000,summer,Jupiler Pro League,2018,defender
185,75,Spain,73,73,Right,2018,52,52,68,76,59,71,64,60,74,76,62,60,64,75,60,73,68,65,73,64,73,74,67,66,59,63,61,74,67,8,12,11,7,15,30,1500000,summer,Laliga,2018,midfielder
177,68,Portugal,69,78,Right,2021,54,68,54,64,57,74,64,33,45,72,84,81,81,65,68,67,54,68,61,53,42,20,70,65,45,67,18,22,19,8,16,15,15,11,21,1500000,summer,Premier League,2018,attacker
179,73,Portugal,62,67,Right,2019,56,45,45,73,46,67,59,69,75,68,66,67,60,58,69,77,53,58,68,40,48,45,49,53,55,58,47,47,53,5,12,8,11,10,24,1500000,summer,Liga Portugal,2018,midfielder
180,70,Turkey,73,80,Right,2023,73,69,39,72,65,75,66,58,64,73,82,82,80,60,75,65,49,69,50,61,62,26,69,68,58,65,42,30,30,10,7,9,8,12,21,1500000,summer,Super Lig,2018,attacker
183,78,Slovakia,68,77,Right,2022,50,70,72,65,50,65,60,40,50,63,68,67,65,65,62,68,72,65,63,67,38,13,65,54,72,62,45,20,17,15,5,8,6,11,21,1500000,summer,Serie A,2018,attacker
190,78,Ghana,66,80,Right,2021,39,29,66,51,37,44,30,27,46,49,63,71,57,65,50,62,65,63,67,31,67,67,35,39,41,58,64,68,64,5,8,10,7,9,20,1500000,summer,Serie A,2018,defender
183,75,Brazil,67,72,Right,2019,29,75,68,58,55,67,52,41,41,62,68,65,59,52,61,60,71,70,69,65,55,10,70,55,64,47,26,12,18,8,8,8,8,14,25,1500000,winter,Liga Portugal,2018,attacker
171,65,Chile,81,81,Right,2020,50,31,68,79,58,63,35,45,78,71,72,70,78,80,92,65,89,81,83,59,89,84,58,72,58,78,80,84,79,14,7,9,6,6,32,1500000,summer,Serie A,2019,defender
190,81,Greece,79,79,Right,2021,19,16,24,22,14,15,11,11,36,23,44,34,45,75,49,22,64,33,66,18,18,23,10,47,21,60,20,15,24,80,78,72,77,81,33,1500000,summer,Serie A,2019,goalkeeper
178,71,Morocco,78,78,Right,2021,77,72,49,80,62,76,81,77,79,79,67,61,74,74,71,74,37,66,67,78,70,76,69,79,72,63,70,77,78,15,12,14,15,6,31,1500000,summer,Laliga,2019,midfielder
177,78,Denmark,76,76,Right,2019,81,67,60,82,84,76,85,86,77,80,58,52,68,67,78,83,79,65,57,81,65,77,66,81,77,70,67,50,48,16,16,9,12,11,33,1500000,summer,Serie A,2019,midfielder
178,76,Algeria,75,81,Right,2019,66,72,64,75,69,79,77,71,68,76,72,68,77,68,72,71,79,72,58,67,61,55,75,77,76,75,33,46,38,6,9,14,13,9,25,1500000,winter,Ligue 1,2019,midfielder
184,74,Netherlands,74,82,Right,2021,70,58,63,76,69,75,68,41,74,77,75,74,74,76,74,72,81,76,73,67,71,67,68,71,46,72,69,67,64,6,11,12,14,10,22,1500000,summer,Eredivisie,2019,midfielder
180,79,Japan,74,75,Right,2021,71,72,58,80,59,70,65,70,73,75,63,54,72,67,71,67,62,64,59,71,39,27,72,80,64,77,32,42,34,5,8,6,13,6,28,1500000,summer,Jupiler Pro League,2019,midfielder
169,67,Slovakia,74,74,Right,2019,71,63,35,69,72,80,84,72,64,78,85,84,84,71,86,83,62,71,34,84,67,33,70,65,70,70,48,30,22,11,10,10,11,12,29,1500000,summer,Super League 1,2019,attacker
163,59,Japan,71,82,Left,2021,73,47,31,63,58,86,68,44,45,77,93,69,95,75,96,62,57,53,28,46,21,25,59,69,41,60,17,26,32,10,13,5,12,13,22,1500000,summer,Jupiler Pro League,2019,attacker
180,67,France,71,80,Right,2021,71,69,64,72,72,69,67,64,67,72,82,79,81,59,74,72,82,75,68,67,31,60,55,70,67,62,22,44,17,9,15,5,11,6,22,1500000,summer,Ligue 1,2019,midfielder
186,84,Denmark,70,77,Left,2021,59,71,68,59,70,64,51,45,52,68,68,73,68,67,73,67,67,67,75,63,40,24,75,52,63,66,32,30,24,12,13,10,14,7,23,1500000,summer,1 Bundesliga,2019,attacker
184,77,Armenia,69,72,Right,2021,58,66,62,67,63,75,57,39,49,71,79,77,76,66,72,65,70,77,68,62,66,22,68,63,60,62,53,25,26,14,15,10,15,10,26,1500000,summer,1 Bundesliga,2019,attacker
185,77,France,68,79,Right,2019,56,67,63,70,63,72,61,58,58,70,71,73,69,63,57,70,69,75,66,68,31,20,65,68,70,57,21,17,20,9,11,6,13,13,22,1500000,summer,Ligue 1,2019,attacker
185,75,Scotland,66,75,Left,2019,50,67,59,57,57,64,37,32,46,63,72,74,71,62,65,72,65,70,60,56,32,12,69,57,61,50,26,17,14,13,8,10,10,14,23,1500000,summer,Laliga,2019,attacker
180,74,Japan,66,72,Right,2021,27,70,62,60,62,66,66,41,50,57,76,78,71,66,57,53,63,57,66,47,51,19,69,45,67,61,38,32,34,5,7,12,9,15,23,1500000,summer,Bundesliga,2019,attacker
185,81,Sweden,65,70,Right,2020,27,23,64,45,26,36,30,24,38,41,68,70,55,53,61,38,65,68,78,20,67,60,32,32,39,45,66,68,67,8,15,13,7,8,24,1500000,summer,Premier Liga,2019,defender
202,85,Netherlands,64,78,Right,2020,11,9,10,26,8,12,12,13,25,17,37,46,37,60,42,19,42,37,69,8,25,7,8,31,12,51,14,11,10,64,63,61,63,65,19,1500000,summer,Eredivisie,2019,goalkeeper
185,75,Switzerland,64,73,Right,2019,46,37,49,71,41,57,39,41,67,66,67,67,60,63,64,54,61,68,62,43,58,53,54,63,45,50,48,58,52,12,8,9,15,11,23,1500000,summer,Super League,2019,midfielder
186,83,Slovakia,64,70,Right,2019,39,25,60,61,40,59,54,30,57,63,69,63,77,61,78,49,74,84,66,47,69,60,52,53,26,56,56,66,65,8,15,13,9,10,23,1500000,summer,Laliga,2019,defender
180,70,France,61,68,Right,2020,64,52,55,63,58,67,64,69,45,65,65,67,64,64,69,67,45,53,59,67,45,25,52,49,63,51,31,25,29,15,10,11,12,13,23,1500000,summer,Ligue 1,2019,midfielder
174,61,Poland,60,74,Right,2021,52,46,50,60,32,59,43,33,53,59,89,91,73,49,75,44,59,55,43,29,58,30,49,47,42,49,36,43,49,14,11,10,12,11,21,1500000,summer,Premier Liga,2019,attacker
198,73,Turkey,57,66,Right,2020,11,10,14,27,15,10,10,14,22,14,19,23,22,45,24,18,32,25,56,11,22,14,14,35,16,49,14,13,10,57,58,52,60,57,21,1500000,summer,Super Lig,2019,goalkeeper
179,70,Poland,52,64,Right,2020,42,30,51,59,39,45,42,36,58,51,70,65,57,50,69,50,62,61,53,39,55,37,49,50,47,42,38,48,50,14,5,12,8,5,20,1500000,winter,Pko Bp Ekstraklasa,2019,midfielder
189,80,Spain,74,77,Left,2020,48,52,70,67,72,54,36,33,67,67,70,68,68,71,61,75,78,69,76,56,80,74,34,54,48,65,72,72,76,15,11,6,14,12,27,1500000,winter,Laliga,2019,defender
182,76,Spain,67,72,Right,2020,52,65,66,62,70,64,52,35,41,67,66,64,70,64,63,72,63,55,65,69,58,20,67,42,67,60,12,17,18,9,7,8,10,14,23,1500000,summer,Laliga,2019,attacker
185,76,Serbia,68,82,Right,2024,33,36,67,60,44,48,29,36,55,55,63,65,63,61,61,63,74,65,69,48,67,68,30,45,42,65,66,70,68,13,14,10,9,5,19,1500000,summer,Super League 1,2019,defender
193,85,Russia,66,83,Right,2024,34,27,65,54,30,45,32,57,50,34,62,60,42,62,41,53,71,62,76,29,54,65,36,46,35,55,61,70,69,14,14,9,11,6,19,1500000,summer,Premier Liga,2019,defender
192,80,Jamaica,66,73,Right,2023,53,66,58,60,58,62,48,56,51,64,63,72,56,53,48,85,64,58,81,71,57,16,60,60,63,67,68,21,19,8,12,14,15,12,22,1500000,summer,Jupiler Pro League,2019,attacker
182,70,Turkey,65,81,Left,2022,42,67,69,60,59,64,47,48,49,65,71,72,74,58,66,63,68,57,48,58,47,21,61,60,66,51,63,16,20,7,13,7,10,13,20,1500000,summer,Ligue 1,2019,attacker
189,79,Norway,62,75,Left,2021,54,63,55,63,60,63,57,56,61,65,48,43,64,54,69,72,74,73,74,62,67,41,65,59,52,59,58,51,49,13,8,10,6,12,20,1500000,winter,Jupiler Pro League,2019,midfielder
186,82,Morocco,73,79,Right,2023,66,71,47,75,72,77,63,66,70,73,70,68,71,70,70,76,68,76,65,77,66,58,71,73,67,72,76,58,53,13,10,10,8,14,22,1500000,summer,Jupiler Pro League,2019,midfielder
182,71,Spain,68,79,Right,2024,52,72,65,66,67,74,42,40,50,69,77,74,73,64,65,67,60,60,52,65,37,17,64,52,64,53,63,23,15,13,8,12,11,14,19,1500000,winter,Laliga,2019,attacker
189,80,Israel,65,72,Right,2025,56,65,60,62,62,72,57,55,47,67,73,75,71,57,48,68,72,62,72,57,52,16,62,60,67,69,13,18,15,7,12,10,7,7,21,1500000,winter,Jupiler Pro League,2020,attacker
179,73,Belarus,66,77,Left,2024,51,66,71,65,55,68,56,50,58,66,69,70,71,62,68,64,66,59,65,69,30,11,61,50,71,55,45,19,20,6,10,10,7,7,22,1500000,summer,Premier Liga,2020,attacker
176,70,Croatia,70,71,Right,2024,50,60,52,75,49,68,58,52,70,71,75,68,71,64,78,57,59,85,66,70,72,59,62,74,50,64,64,69,54,14,11,14,9,9,25,1500000,winter,Eredivisie,2020,midfielder
186,75,Italy,68,74,Right,2023,63,49,59,74,39,67,50,42,72,70,62,54,62,66,68,57,62,61,63,46,61,55,67,71,49,57,55,58,58,10,14,10,9,15,25,1500000,summer,Serie A,2020,midfielder
183,75,Ukraine,69,69,Right,2023,46,73,67,61,69,68,63,56,41,68,66,68,63,66,61,70,65,64,70,66,46,16,72,51,75,74,15,18,16,6,9,5,9,8,27,1500000,summer,Jupiler Pro League,2020,attacker
175,73,Belgium,75,75,Right,2022,74,57,52,78,67,72,76,80,78,77,62,55,73,72,77,74,61,74,65,76,70,75,66,74,73,80,42,70,68,10,14,15,14,7,32,1500000,summer,Jupiler Pro League,2020,midfielder
190,88,Nigeria,69,78,Right,2022,47,71,70,52,66,59,53,35,49,71,63,68,63,59,75,68,75,71,83,66,70,44,70,58,74,72,63,42,40,5,12,11,6,13,24,1500000,summer,Jupiler Pro League,2020,attacker
170,73,Nigeria,67,77,Right,2022,52,33,57,72,33,61,34,60,70,61,70,69,72,65,75,55,56,77,62,61,53,71,28,53,38,49,64,69,63,12,8,5,6,13,23,1500000,summer,Super Lig,2020,midfielder
175,72,Spain,75,75,Right,2022,70,71,53,76,59,75,67,54,74,77,81,77,77,70,77,67,73,67,68,76,52,66,72,74,62,68,68,68,59,9,13,13,12,16,29,1500000,summer,Laliga,2020,midfielder
189,88,Netherlands,80,82,Right,2021,17,12,19,37,19,15,13,20,38,34,57,45,54,77,42,58,57,40,66,17,18,21,11,57,27,61,80,18,16,79,77,77,79,82,29,1500000,summer,Serie A,2020,goalkeeper
184,73,Moldova,75,75,Right,2021,68,64,77,76,60,68,69,65,74,75,64,64,65,74,68,75,78,77,78,72,80,75,74,70,65,73,67,78,73,6,14,10,12,11,30,1500000,summer,Serie A,2020,midfielder
201,90,Netherlands,71,71,Right,2021,29,71,74,61,56,57,29,34,37,61,70,67,32,70,30,76,71,64,92,59,69,29,74,44,63,69,39,18,21,16,15,8,8,11,29,1500000,summer,Eredivisie,2020,attacker
187,85,Uruguay,70,75,Right,2021,50,51,68,67,30,68,32,70,71,70,60,65,67,65,61,69,81,62,73,57,70,69,43,51,41,68,65,69,67,10,6,7,15,13,24,1500000,summer,Super Lig,2020,defender
170,62,Morocco,67,79,Left,2021,59,50,46,67,52,72,67,64,63,72,74,65,70,62,69,60,54,34,47,46,41,31,61,68,60,61,59,43,47,10,13,8,11,14,21,1500000,summer,Ligue 1,2020,midfielder
196,95,Germany,62,70,Right,2021,42,65,68,50,53,58,51,39,28,55,50,55,44,52,35,61,62,62,90,45,58,22,62,41,57,49,69,31,19,7,6,10,15,13,24,1500000,summer,Superliga,2020,attacker
196,92,Brazil,71,73,Right,2021,11,10,12,27,9,10,12,8,21,20,19,19,18,68,27,51,42,25,53,13,22,11,8,15,19,21,51,9,8,73,68,68,67,73,29,1500000,summer,Liga Portugal,2020,goalkeeper
187,81,Serbia,82,82,Left,2020,90,60,80,78,64,80,85,88,77,77,71,68,62,83,58,95,79,83,74,86,86,82,78,77,80,90,72,83,81,16,15,8,16,6,34,1500000,summer,Serie A,2020,defender
180,70,Italy,69,73,Left,2020,69,31,56,63,36,65,55,44,53,66,76,79,73,66,77,48,68,77,52,44,62,70,61,54,38,62,68,66,65,10,15,10,5,11,26,1500000,summer,Serie A,2020,defender
185,74,Japan,69,72,Right,2020,54,75,57,57,62,67,55,38,36,63,77,77,66,67,54,65,51,44,76,61,32,12,69,53,57,57,70,11,11,5,14,7,10,15,26,1500000,summer,Jupiler Pro League,2020,attacker
188,85,Germany,69,70,Right,2020,67,66,57,67,65,74,65,45,53,72,77,76,70,58,72,67,44,61,66,65,64,35,67,61,50,62,25,48,39,7,7,6,14,13,27,1500000,summer,1 Bundesliga,2020,attacker
185,75,Norway,59,76,Left,2020,46,42,50,62,39,61,51,44,61,61,69,64,68,56,74,47,67,65,59,45,56,54,49,57,49,56,37,55,57,12,6,13,13,8,21,1500000,winter,Premier Liga,2020,midfielder
174,71,Brazil,81,84,Left,2020,72,73,55,85,76,86,75,61,76,83,68,67,79,77,79,79,74,59,66,82,44,70,77,81,67,80,32,72,66,11,6,15,13,7,27,1500000,summer,Ligue 1,2020,midfielder
170,69,Argentina,74,74,Right,2020,66,72,53,67,64,76,62,45,60,73,86,89,88,67,81,75,67,74,63,68,65,47,74,71,55,73,76,32,34,15,13,6,13,9,29,1500000,summer,Super League 1,2021,attacker
176,75,Chile,70,70,Left,2021,60,61,37,69,43,73,74,73,68,72,80,82,78,62,72,76,61,75,74,72,36,57,73,69,63,68,32,25,35,7,10,10,15,8,30,1500000,summer,Super Lig,2021,midfielder
179,73,Norway,68,78,Left,2021,60,59,37,61,47,72,67,59,54,72,84,81,78,61,75,64,71,72,68,54,68,40,65,63,44,61,29,43,36,8,14,12,6,9,23,1500000,summer,Jupiler Pro League,2021,attacker
175,84,Venezuela,75,85,Right,2022,18,19,17,25,15,14,22,18,29,25,51,54,69,67,65,52,75,41,51,20,23,17,15,66,23,45,51,16,21,73,70,69,74,78,23,1500000,summer,Ligue 1,2021,goalkeeper
186,90,Italy,75,75,Right,2022,53,76,78,70,68,71,58,48,36,77,55,65,53,70,45,81,73,64,92,67,73,21,78,62,66,74,75,25,20,7,7,7,5,8,32,1500000,summer,Super Lig,2021,attacker
180,80,Denmark,74,75,Right,2022,70,69,48,70,70,75,69,66,66,76,81,82,80,68,78,74,58,75,65,67,67,32,73,75,62,72,60,35,26,13,14,6,14,15,27,1500000,summer,Jupiler Pro League,2021,attacker
172,65,France,73,77,Left,2022,70,72,63,75,73,79,77,66,65,78,78,73,85,73,82,73,75,69,60,70,69,31,76,73,68,71,40,42,43,7,10,9,13,12,25,1500000,summer,Ligue 1,2021,attacker
178,73,Turkey,69,74,Left,2022,65,34,53,65,39,65,57,38,58,62,71,73,69,67,72,53,66,76,68,43,68,65,62,53,45,52,69,68,68,6,13,7,15,11,25,1500000,summer,Super Lig,2021,defender
180,72,Poland,67,78,Right,2022,62,47,51,63,41,56,60,39,55,64,81,82,67,60,67,49,55,73,70,42,59,63,56,62,48,48,67,65,60,8,12,6,7,9,23,1500000,summer,Ligue 1,2021,defender
178,69,Sweden,62,76,Left,2022,58,28,49,56,37,58,56,35,47,62,77,75,68,53,75,51,64,62,57,28,53,56,51,58,31,55,10,57,59,10,10,8,10,11,19,1500000,summer,Superliga,2021,defender
183,78,Portugal,71,76,Left,2022,65,64,57,71,60,74,59,63,61,75,73,74,74,72,70,72,53,72,63,70,63,56,66,70,53,72,42,57,55,5,6,14,7,13,24,1500000,summer,Liga Portugal,2021,midfielder
186,79,Brazil,71,74,Right,2022,12,13,20,22,19,20,19,13,18,24,28,32,48,70,34,45,62,30,52,18,25,20,10,48,18,37,63,18,13,72,66,60,70,74,25,1500000,summer,Superliga,2021,midfielder
175,72,Georgia,60,73,Right,2022,52,43,48,65,34,67,49,51,62,66,67,62,61,57,75,56,59,49,48,39,65,62,42,65,49,60,57,62,55,9,7,7,10,6,18,1500000,summer,Premier Liga,2021,midfielder
185,79,Senegal,71,72,Right,2023,69,70,71,67,68,74,56,46,56,75,73,76,76,64,64,72,80,63,79,67,62,16,70,68,61,70,15,20,22,11,9,7,15,14,28,1500000,summer,Super Lig,2021,attacker
180,75,Germany,65,82,Right,2023,49,66,61,61,53,70,50,60,46,68,78,77,78,65,72,62,64,71,56,65,39,14,64,53,58,53,65,16,21,14,8,5,13,14,20,1500000,summer,1 Bundesliga,2021,attacker
180,70,France,51,75,Right,2023,23,20,48,30,23,31,31,22,27,30,61,68,45,45,62,37,67,55,51,20,49,53,28,29,37,41,68,58,57,9,14,14,11,12,18,1500000,winter,Ligue 1,2021,defender
188,75,Brazil,67,72,Right,2023,63,46,67,68,45,71,63,62,73,69,64,67,62,60,46,65,67,66,75,58,63,66,58,66,46,71,67,62,52,9,12,12,12,7,25,1500000,summer,Liga Portugal,2021,midfielder
182,72,Ghana,71,78,Right,2024,64,62,41,72,55,73,57,48,70,73,73,69,88,72,68,70,62,81,64,67,61,63,67,72,46,68,63,63,58,12,12,11,12,12,23,1500000,summer,Jupiler Pro League,2021,midfielder
