height_cm,weight_kg,nationality,overall,potential,preferred_foot,international_reputation,weak_foot,skill_moves,contract_valid_until,position_group,age,fee,window,league,season,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes
179,70,Ghana,78,85,Left,1,3,3,2017,defender,23,1200000,winter,Ger Bundesliga,2017,80,48,67,73,41,76,67,23,67,77,85,86,78,74,74,59,76,79,71,47,73,72,56,55,42,65,73,79,78,12,11,6,11,10
179,70,Ghana,78,85,Left,1,3,3,2017,defender,22,1200000,summer,Premier League,2017,80,48,67,73,41,76,67,23,67,77,85,86,78,74,74,59,76,79,71,47,73,72,56,55,42,65,73,79,78,12,11,6,11,10
185,80,Netherlands,78,82,Left,2,3,2,2017,defender,25,2000000,summer,Liga Portugal,2017,71,40,73,69,34,53,30,38,69,64,58,63,53,70,64,56,58,73,85,40,86,76,42,35,38,66,78,82,78,11,9,7,15,6
185,80,Netherlands,78,82,Left,2,3,2,2017,defender,25,7700000,summer,Premier League,2017,71,40,73,69,34,53,30,38,69,64,58,63,53,70,64,56,58,73,85,40,86,76,42,35,38,66,78,82,78,11,9,7,15,6
185,74,Morocco,78,80,Right,1,4,3,2017,midfielder,27,1300000,summer,Super League 1,2017,73,63,71,80,70,81,77,72,77,83,73,75,70,75,54,81,68,75,78,77,56,61,75,79,70,72,39,59,53,5,14,6,6,9
194,88,Germany,78,79,Right,2,4,2,2017,defender,28,2500000,summer,Ligue 1,2017,30,40,86,70,34,33,29,23,60,48,50,52,46,77,34,57,59,62,83,19,80,79,38,52,42,64,77,80,77,11,7,6,11,13
174,74,Argentina,78,78,Right,2,4,4,2017,defender,28,1500000,winter,Serie A,2017,68,78,76,75,74,75,76,73,67,77,75,80,82,75,79,77,77,82,73,75,57,59,78,72,84,77,25,55,24,8,10,11,13,6
179,70,France,77,83,Left,1,3,4,2017,attacker,24,11000000,summer,Ligue 1,2017,72,70,66,75,64,84,74,54,75,77,84,78,82,75,70,76,59,64,62,74,56,28,74,76,57,59,29,29,31,8,11,14,10,9
179,70,France,77,83,Left,1,3,4,2017,attacker,24,3500000,summer,Premier League,2017,72,70,66,75,64,84,74,54,75,77,84,78,82,75,70,76,59,64,62,74,56,28,74,76,57,59,29,29,31,8,11,14,10,9
182,65,Algeria,77,82,Left,1,2,4,2017,attacker,25,4000000,summer,Ligue 1,2017,74,73,56,80,59,82,80,74,71,82,77,75,78,65,76,74,62,70,61,71,52,50,75,77,65,69,42,42,47,12,6,15,7,15
185,80,Netherlands,77,77,Right,2,4,2,2017,midfielder,28,2300000,summer,Eredivisie,2017,64,78,84,77,82,73,66,69,78,78,67,65,67,80,62,82,82,86,74,80,66,60,80,76,74,82,47,60,55,10,11,14,16,10
182,75,Belgium,76,85,Left,1,4,4,2017,attacker,22,8500000,summer,Laliga,2017,72,66,23,75,67,84,70,65,73,81,85,77,84,69,65,58,61,59,56,67,31,21,68,76,60,64,20,22,22,15,10,11,12,7
176,66,France,76,82,Right,1,3,3,2017,midfielder,24,7000000,summer,Serie A,2017,78,71,53,79,70,75,69,73,76,77,68,65,69,75,69,77,57,80,71,74,65,68,68,75,77,72,63,71,63,9,10,11,8,9
183,74,Italy,76,81,Right,1,4,2,2017,defender,24,12000000,summer,Serie A,2017,76,33,64,72,33,69,75,39,68,75,79,83,79,64,75,65,75,87,67,51,72,72,64,60,49,74,72,78,78,5,3,5,5,3
196,89,Sweden,76,80,Right,1,3,2,2017,defender,26,2000000,summer,Serie A,2017,29,29,70,59,41,59,49,40,59,65,55,69,55,74,34,68,55,65,90,50,72,76,28,52,39,69,79,79,75,9,5,14,6,7
181,73,France,76,80,Right,2,3,3,2017,midfielder,25,3500000,summer,Serie A,2017,74,72,52,77,72,77,76,82,73,79,72,75,77,70,67,76,58,65,63,75,58,32,71,77,71,65,33,31,24,9,13,10,11,8
174,78,Georgia,76,80,Right,1,5,4,2017,attacker,24,1700000,summer,Eredivisie,2017,64,70,59,83,63,79,79,66,62,80,76,69,84,66,81,75,31,68,71,83,41,34,66,73,67,73,38,30,30,8,9,11,9,12
174,68,Australia,76,79,Right,1,3,3,2017,midfielder,26,9100000,summer,Premier League,2017,74,69,46,79,65,73,73,78,79,73,69,71,71,66,67,70,72,83,64,72,75,63,73,81,73,73,56,65,62,11,8,12,11,12
182,90,Nigeria,76,76,Right,2,4,3,2017,attacker,30,2500000,summer,Super League 1,2017,63,70,70,65,73,76,46,53,57,74,79,86,72,74,70,84,73,76,86,73,74,26,76,61,66,72,19,21,22,11,11,13,12,14
180,73,Croatia,75,85,Right,1,3,3,2017,midfielder,21,13500000,summer,Serie A,2017,75,62,47,82,65,80,64,57,78,78,75,71,64,58,67,70,53,65,50,76,51,28,63,78,60,73,40,54,48,6,15,12,13,12
180,73,Croatia,75,85,Right,1,3,3,2017,midfielder,21,1700000,summer,Supersport Hnl,2017,75,62,47,82,65,80,64,57,78,78,75,71,64,58,67,70,53,65,50,76,51,28,63,78,60,73,40,54,48,6,15,12,13,12
187,78,Algeria,75,83,Left,1,3,3,2017,midfielder,22,19000000,summer,Ger Bundesliga,2017,64,58,48,80,63,74,67,56,75,77,68,55,75,66,68,74,54,78,71,72,74,77,68,76,58,78,69,70,58,9,10,16,9,15
187,78,Algeria,75,83,Left,1,3,3,2017,midfielder,22,7000000,summer,Premier League,2017,64,58,48,80,63,74,67,56,75,77,68,55,75,66,68,74,54,78,71,72,74,77,68,76,58,78,69,70,58,9,10,16,9,15
178,63,Scotland,75,83,Left,1,2,2,2017,defender,23,9000000,summer,Premier League,2017,78,59,67,68,32,69,68,30,59,74,79,85,83,71,72,67,55,81,68,61,69,71,64,69,55,67,71,73,69,11,8,10,7,14
182,65,Turkey,75,81,Right,1,5,4,2017,midfielder,23,5000000,summer,Super League,2017,61,70,75,76,66,75,68,65,74,79,74,72,76,77,72,79,60,65,52,74,68,68,74,74,67,66,68,70,61,12,11,6,8,11
182,70,Netherlands,75,80,Left,1,3,3,2017,midfielder,25,6500000,summer,Eredivisie,2017,70,74,50,72,68,79,84,70,69,78,79,72,83,67,70,79,66,66,56,83,42,37,74,74,65,65,35,36,30,9,11,7,7,15
182,70,Netherlands,75,80,Left,1,3,3,2017,midfielder,25,9000000,summer,Premier League,2017,70,74,50,72,68,79,84,70,69,78,79,72,83,67,70,79,66,66,56,83,42,37,74,74,65,65,35,36,30,9,11,7,7,15
174,64,France,75,80,Right,1,4,2,2017,defender,24,4000000,summer,Ligue 1,2017,73,33,55,73,37,74,59,38,57,72,76,78,79,69,82,43,62,72,67,34,67,75,69,45,43,53,76,76,76,9,11,8,15,11
174,64,France,75,80,Right,1,4,2,2017,defender,24,5000000,summer,Ligue 1,2017,73,33,55,73,37,74,59,38,57,72,76,78,79,69,82,43,62,72,67,34,67,75,69,45,43,53,76,76,76,9,11,8,15,11
194,92,Albania,75,76,Left,1,2,1,2017,goalkeeper,28,5720000,summer,Serie A,2017,11,13,12,19,11,12,13,12,26,17,28,28,33,70,30,24,57,39,64,15,30,22,12,42,22,54,14,10,11,79,70,63,74,79
185,76,Italy,75,75,Left,2,2,2,2017,attacker,35,1000000,summer,Serie A,2017,55,80,80,65,70,69,61,64,45,75,60,66,68,70,60,80,78,54,78,50,58,24,80,62,74,76,18,24,20,6,6,11,8,11
175,76,Germany,75,75,Right,2,4,3,2017,midfielder,29,1200000,summer,Ger Bundesliga,2017,68,63,59,77,57,74,68,67,74,77,76,65,75,69,79,73,83,89,76,69,82,68,65,73,62,74,68,69,73,8,9,9,16,9
175,61,Ukraine,74,86,Left,1,3,4,2017,defender,20,42000000,summer,Premier League,2017,80,65,52,75,44,78,60,71,70,70,79,76,81,72,84,59,65,56,55,62,64,68,68,77,59,45,51,62,59,15,11,13,11,11
184,70,Belgium,74,84,Right,1,3,2,2017,defender,22,4000000,summer,Super Lig,2017,60,42,69,69,35,63,35,29,53,69,79,78,62,61,59,51,76,69,79,36,63,73,36,46,37,70,71,79,76,7,10,15,15,15
182,70,England,74,82,Right,1,5,3,2017,midfielder,23,2500000,summer,Premier League,2017,73,68,58,78,68,69,76,76,77,76,67,73,69,69,72,73,52,78,72,77,61,59,59,77,77,68,45,58,52,8,15,12,8,6
182,70,England,74,82,Right,1,5,3,2017,midfielder,22,2500000,summer,Premier League,2017,73,68,58,78,68,69,76,76,77,76,67,73,69,69,72,73,52,78,72,77,61,59,59,77,77,68,45,58,52,8,15,12,8,6
175,65,Netherlands,74,80,Right,2,3,3,2017,midfielder,23,3000000,summer,Eredivisie,2017,79,66,46,75,77,72,76,75,71,80,68,73,80,74,80,74,53,69,44,70,59,58,69,73,59,73,45,56,52,15,7,7,11,8
175,65,Netherlands,74,80,Right,2,3,3,2017,midfielder,24,3000000,winter,Eredivisie,2017,79,66,46,75,77,72,76,75,71,80,68,73,80,74,80,74,53,69,44,70,59,58,69,73,59,73,45,56,52,15,7,7,11,8
177,66,Turkey,74,80,Left,1,2,3,2017,attacker,25,1000000,winter,Liga Portugal,2017,75,69,53,74,67,78,74,73,70,77,83,84,87,63,86,77,86,68,51,74,62,36,67,64,63,69,13,14,23,12,9,15,13,8
177,66,Turkey,74,80,Left,1,2,3,2017,attacker,25,1000000,summer,Super Lig,2017,75,69,53,74,67,78,74,73,70,77,83,84,87,63,86,77,86,68,51,74,62,36,67,64,63,69,13,14,23,12,9,15,13,8
183,76,Germany,74,79,Right,1,3,3,2017,attacker,23,20000000,summer,Ger Bundesliga,2017,64,65,51,73,63,78,66,58,62,77,84,83,79,72,75,71,59,68,65,62,55,39,75,74,57,66,23,27,25,8,12,10,10,9
186,86,Germany,74,77,Left,1,4,3,2017,attacker,26,2300000,summer,Ger Bundesliga,2017,54,75,67,69,73,72,56,44,48,71,73,77,68,72,61,81,60,77,81,72,75,36,71,63,63,69,27,35,28,15,7,6,16,16
169,61,Scotland,73,85,Left,1,4,3,2017,midfielder,21,7000000,summer,Liga Portugal,2017,67,63,46,72,67,76,74,67,64,74,87,84,90,78,91,65,65,68,34,58,48,43,65,72,58,74,35,34,31,6,14,13,13,15
172,71,Italy,73,80,Right,2,4,4,2017,attacker,23,8000000,summer,Serie A,2017,68,66,47,72,64,78,72,65,62,77,89,85,91,68,91,68,33,77,53,68,30,15,68,75,56,68,15,13,12,9,8,14,6,11
172,71,Italy,73,80,Right,2,4,4,2017,attacker,23,15000000,summer,Serie A,2017,68,66,47,72,64,78,72,65,62,77,89,85,91,68,91,68,33,77,53,68,30,15,68,75,56,68,15,13,12,9,8,14,6,11
193,85,Netherlands,73,77,Right,1,2,1,2017,goalkeeper,26,3500000,summer,Eredivisie,2017,20,15,16,28,13,12,20,15,33,32,47,47,50,71,40,26,72,36,70,14,35,16,13,37,36,40,13,12,14,79,67,56,67,77
192,86,Algeria,73,76,Right,1,2,3,2017,attacker,25,1700000,summer,Ger Bundesliga,2017,61,72,72,67,69,77,71,48,50,75,72,73,62,68,39,72,71,72,79,42,43,29,73,73,69,68,15,19,15,6,12,7,13,14
178,68,Zambia,73,76,Right,1,4,4,2017,attacker,26,1000000,summer,Super Lig,2017,68,60,55,69,47,77,61,60,60,73,82,87,82,60,83,61,81,83,71,52,61,34,69,69,59,57,42,53,46,9,16,7,15,10
183,80,Mali,73,76,Right,1,3,2,2017,attacker,26,3500000,summer,Liga Portugal,2017,63,72,76,60,58,58,41,37,52,59,83,86,78,64,58,83,68,86,86,63,84,26,78,60,68,64,23,34,28,14,7,13,11,11
185,80,Germany,73,73,Left,2,3,2,2017,defender,32,1140000,winter,Scottish Premiership,2017,49,35,73,65,26,51,25,32,62,63,62,64,56,71,57,44,79,64,72,32,65,75,44,52,46,67,74,72,73,12,10,16,14,7
186,80,Germany,72,84,Right,1,3,1,2017,goalkeeper,21,3000000,summer,Eredivisie,2017,9,9,18,32,10,16,12,14,27,25,52,54,45,68,54,21,75,31,65,11,19,23,20,35,23,38,10,11,9,76,64,71,72,74
178,70,France,72,81,Right,1,2,2,2017,defender,22,4500000,summer,Ligue 1,2017,68,39,71,67,32,63,46,42,57,63,65,68,61,65,74,63,73,71,72,42,59,73,55,56,44,59,73,75,72,8,14,16,13,7
178,70,France,72,81,Right,1,2,2,2017,defender,22,1500000,summer,Ligue 1,2017,68,39,71,67,32,63,46,42,57,63,65,68,61,65,74,63,73,71,72,42,59,73,55,56,44,59,73,75,72,8,14,16,13,7
188,79,England,72,80,Right,1,3,2,2017,defender,24,13700000,summer,Premier League,2017,39,30,73,65,27,50,29,46,64,56,40,53,35,55,59,52,70,72,88,29,75,67,46,45,40,58,70,74,69,14,16,9,14,9
185,72,England,72,80,Left,1,2,2,2017,defender,23,3500000,summer,Premier League,2017,73,49,63,63,42,68,69,61,57,66,79,76,71,68,65,62,74,82,71,59,66,67,61,53,43,60,70,69,71,13,6,14,13,8
184,82,France,72,80,Right,1,3,2,2017,attacker,22,4000000,summer,Ligue 1,2017,49,73,70,72,61,67,59,49,52,70,54,69,67,70,42,75,70,71,82,60,87,25,74,61,58,64,31,26,23,6,12,13,15,9
178,65,Ghana,72,80,Right,1,3,3,2017,midfielder,22,2400000,summer,Laliga,2017,66,63,62,73,49,76,75,73,67,73,77,75,79,71,68,80,60,62,67,73,70,50,68,65,59,57,48,55,46,15,13,12,10,11
178,65,Ghana,72,80,Right,1,3,3,2017,midfielder,22,2400000,summer,Super Lig,2017,66,63,62,73,49,76,75,73,67,73,77,75,79,71,68,80,60,62,67,73,70,50,68,65,59,57,48,55,46,15,13,12,10,11
187,74,Austria,72,80,Right,2,3,2,2017,midfielder,21,6500000,summer,Ger Bundesliga,2017,68,56,58,77,48,73,47,68,73,76,67,69,68,73,64,64,53,68,59,49,49,66,68,75,50,74,33,46,28,13,12,7,14,7
182,74,Argentina,72,79,Right,1,3,2,2017,midfielder,24,1000000,summer,Premier League,2017,54,61,58,81,56,74,35,39,71,72,75,74,69,68,66,75,64,59,60,64,76,66,64,72,70,59,58,65,64,12,9,12,9,13
182,74,Argentina,72,79,Right,1,3,2,2017,midfielder,24,1250000,summer,Serie A,2017,54,61,58,81,56,74,35,39,71,72,75,74,69,68,66,75,64,59,60,64,76,66,64,72,70,59,58,65,64,12,9,12,9,13
178,73,Greece,72,77,Left,1,3,2,2017,defender,24,1000000,winter,Premier League,2017,76,44,47,73,66,71,67,60,76,74,78,79,73,74,79,71,62,66,53,70,76,61,41,31,46,66,72,72,73,11,7,15,10,14
186,80,Italy,72,77,Left,2,3,3,2017,attacker,24,1600000,summer,Serie A,2017,41,73,71,59,69,69,67,41,33,71,86,85,81,67,75,65,77,77,70,50,32,17,76,45,65,61,11,15,15,8,14,13,15,15
179,75,France,72,76,Right,1,3,3,2017,attacker,25,1500000,summer,Ligue 1,2017,42,74,60,56,68,70,59,61,39,66,74,77,75,66,74,79,90,80,83,54,71,38,81,61,68,59,16,19,18,11,9,8,8,7
173,65,Turkey,72,74,Right,1,4,3,2017,attacker,25,2000000,summer,Super Lig,2017,68,63,49,66,49,77,70,60,62,73,85,84,76,65,82,70,63,72,51,58,29,35,70,63,50,65,36,54,32,9,10,6,13,15
198,100,Germany,72,74,Right,1,1,1,2017,goalkeeper,26,3200000,summer,Eredivisie,2017,10,13,10,26,15,16,13,11,24,20,28,37,19,70,20,14,40,35,81,12,36,21,13,42,16,41,10,17,15,69,71,65,69,75
172,69,Germany,71,82,Right,1,4,3,2017,midfielder,22,12000000,summer,Liga Portugal,2017,68,62,40,72,54,71,49,70,52,75,73,75,86,72,85,70,68,63,49,65,36,43,62,69,60,54,30,40,43,15,10,9,9,12
172,69,Germany,71,82,Right,1,4,3,2017,midfielder,22,1500000,summer,Superliga,2017,68,62,40,72,54,71,49,70,52,75,73,75,86,72,85,70,68,63,49,65,36,43,62,69,60,54,30,40,43,15,10,9,9,12
183,75,Italy,71,80,Right,1,3,2,2017,midfielder,22,2000000,summer,Serie A,2017,64,54,64,74,60,70,62,58,72,76,69,74,68,70,68,70,58,69,64,64,68,68,68,68,64,65,58,66,62,12,6,15,8,8
173,75,Tunisia,71,77,Right,1,3,4,2017,attacker,24,4500000,summer,Ligue 1,2017,60,66,49,70,70,75,64,66,68,74,75,77,80,63,79,67,64,81,69,62,59,32,67,67,70,53,42,34,27,8,15,15,11,12
173,75,Tunisia,71,77,Right,1,3,4,2017,attacker,24,2000000,summer,Ligue 1,2017,60,66,49,70,70,75,64,66,68,74,75,77,80,63,79,67,64,81,69,62,59,32,67,67,70,53,42,34,27,8,15,15,11,12
187,74,Italy,71,77,Left,1,3,1,2017,goalkeeper,25,1800000,summer,Serie A,2017,17,13,17,26,19,12,17,12,22,23,31,33,22,64,32,45,58,34,42,11,12,11,11,38,22,21,13,13,11,67,73,69,67,74
187,80,France,71,76,Right,1,3,2,2017,midfielder,23,5100000,summer,Jupiler Pro League,2017,47,38,58,74,37,66,43,48,69,72,71,72,68,67,52,68,65,74,80,79,74,68,64,66,51,70,66,71,63,13,7,7,13,11
187,80,France,71,76,Right,1,3,2,2017,midfielder,23,8000000,summer,Ligue 1,2017,47,38,58,74,37,66,43,48,69,72,71,72,68,67,52,68,65,74,80,79,74,68,64,66,51,70,66,71,63,13,7,7,13,11
187,80,France,71,76,Right,1,3,2,2017,midfielder,23,3500000,winter,Ligue 1,2017,47,38,58,74,37,66,43,48,69,72,71,72,68,67,52,68,65,74,80,79,74,68,64,66,51,70,66,71,63,13,7,7,13,11
187,80,France,71,76,Right,1,3,2,2017,midfielder,23,3500000,summer,Ligue 1,2017,47,38,58,74,37,66,43,48,69,72,71,72,68,67,52,68,65,74,80,79,74,68,64,66,51,70,66,71,63,13,7,7,13,11
189,82,Italy,71,74,Left,1,3,2,2017,defender,25,2000000,summer,Serie A,2017,14,12,66,52,15,33,18,23,46,50,66,34,44,66,48,33,78,60,84,18,65,68,15,20,28,51,76,74,70,9,16,6,10,9
182,76,France,71,73,Right,1,3,2,2017,attacker,27,1100000,summer,Ligue 1,2017,60,68,72,63,74,67,57,49,52,66,77,74,87,63,65,73,84,57,73,64,57,24,75,59,66,67,29,39,33,9,10,16,10,16
181,78,France,71,71,Right,1,3,2,2017,defender,28,2500000,summer,Jupiler Pro League,2017,52,49,73,69,46,57,59,30,70,67,54,57,62,70,65,57,76,77,73,43,74,74,39,58,33,71,66,71,70,16,10,15,14,7
181,78,France,71,71,Right,1,3,2,2017,defender,29,1000000,winter,Jupiler Pro League,2017,52,49,73,69,46,57,59,30,70,67,54,57,62,70,65,57,76,77,73,43,74,74,39,58,33,71,66,71,70,16,10,15,14,7
185,75,Turkey,70,80,Right,1,4,4,2017,attacker,20,25000000,summer,Laliga,2017,56,71,63,64,68,66,71,72,47,70,71,72,75,66,67,76,71,67,76,69,43,29,67,61,68,64,23,33,24,8,14,8,13,13
185,75,Turkey,70,80,Right,1,4,4,2017,attacker,20,14000000,summer,Laliga,2017,56,71,63,64,68,66,71,72,47,70,71,72,75,66,67,76,71,67,76,69,43,29,67,61,68,64,23,33,24,8,14,8,13,13
185,75,Turkey,70,80,Right,1,4,4,2017,attacker,20,25000000,winter,Laliga,2017,56,71,63,64,68,66,71,72,47,70,71,72,75,66,67,76,71,67,76,69,43,29,67,61,68,64,23,33,24,8,14,8,13,13
185,75,Turkey,70,80,Right,1,4,4,2017,attacker,20,25000000,summer,Premier League,2017,56,71,63,64,68,66,71,72,47,70,71,72,75,66,67,76,71,67,76,69,43,29,67,61,68,64,23,33,24,8,14,8,13,13
168,64,Italy,70,80,Left,1,4,3,2017,attacker,21,2200000,summer,Serie A,2017,64,50,46,68,60,75,68,43,60,77,91,90,85,58,93,72,49,72,33,60,58,24,56,68,59,64,28,37,35,7,12,14,9,12
177,73,Australia,70,76,Right,1,4,2,2017,attacker,24,2000000,winter,Scottish Premiership,2017,57,70,60,63,63,67,66,54,57,66,84,85,85,65,78,66,75,73,69,60,68,41,74,63,64,68,35,29,25,9,15,11,6,13
182,72,Scotland,70,75,Right,1,3,3,2017,midfielder,25,3000000,summer,Scottish Premiership,2017,64,51,59,74,13,65,59,53,67,70,70,73,75,67,66,66,66,90,70,64,67,65,45,63,65,75,67,64,59,12,16,11,8,9
194,82,Italy,69,81,Right,1,2,2,2017,attacker,21,2000000,summer,Serie A,2017,26,71,72,60,65,66,62,26,33,74,55,65,56,53,55,73,70,70,90,56,38,13,65,52,60,56,11,17,11,6,13,8,10,14
171,69,France,69,80,Right,1,3,3,2017,attacker,20,10000000,summer,Ligue 1,2017,63,69,57,64,59,74,61,55,57,68,84,79,84,70,79,69,60,58,58,53,39,26,73,62,67,48,29,34,33,11,12,7,8,14
179,82,Argentina,69,80,Right,1,3,3,2017,midfielder,21,15000000,summer,Premier Liga,2017,64,65,60,65,73,70,49,40,64,69,74,76,80,65,69,74,61,82,70,71,48,20,66,64,67,55,15,23,16,11,14,14,14,10
186,74,France,69,79,Left,1,3,2,2017,defender,21,5000000,summer,Ger Bundesliga,2017,42,30,68,59,37,47,41,32,67,50,67,69,46,64,64,42,76,72,68,24,72,65,30,43,41,53,67,73,70,12,7,7,7,8
184,78,Italy,69,78,Right,1,2,1,2017,goalkeeper,23,3000000,summer,Serie A,2017,15,12,12,26,13,13,11,12,25,21,41,37,35,59,43,19,74,43,55,17,33,19,15,42,31,59,16,11,12,77,65,51,61,76
173,70,Hungary,69,77,Right,1,4,3,2017,midfielder,23,1800000,summer,Ger Bundesliga,2017,65,58,44,71,48,71,72,51,67,63,77,69,78,71,81,55,63,66,64,65,77,49,64,67,58,59,61,65,59,7,12,7,6,12
188,84,Germany,69,76,Right,1,3,2,2017,midfielder,23,10000000,summer,Ger Bundesliga,2017,42,33,66,70,29,52,38,41,64,65,54,64,58,59,58,58,66,78,78,51,71,69,43,55,46,65,67,70,66,9,13,11,12,8
172,65,Italy,69,76,Left,1,2,3,2017,attacker,23,1500000,summer,Serie A,2017,68,62,59,70,55,70,63,67,67,68,75,77,76,63,75,59,51,55,50,64,28,18,67,69,59,50,19,23,22,9,9,13,9,12
189,77,Belgium,69,76,Right,1,4,2,2017,attacker,22,2000000,summer,Ligue 1,2017,58,68,72,68,58,68,36,29,51,71,67,42,68,62,56,72,65,56,77,58,49,19,73,50,59,48,20,18,22,13,10,8,12,7
189,77,Belgium,69,76,Right,1,4,2,2017,attacker,22,1200000,summer,Ligue 1,2017,58,68,72,68,58,68,36,29,51,71,67,42,68,62,56,72,65,56,77,58,49,19,73,50,59,48,20,18,22,13,10,8,12,7
183,79,Norway,69,74,Right,1,3,3,2017,midfielder,25,1000000,winter,Allsvenskan,2017,64,63,47,69,62,71,66,64,67,72,72,68,73,69,65,71,61,79,70,66,55,58,67,70,74,77,49,55,53,9,11,16,14,8
186,83,Germany,69,74,Left,1,3,2,2017,defender,25,1000000,summer,Ger Bundesliga,2017,69,52,65,65,59,69,74,73,59,68,73,78,69,56,65,81,73,79,73,66,70,59,48,49,50,62,65,70,68,11,13,7,11,10
186,83,Germany,69,74,Left,1,3,2,2017,defender,25,1000000,summer,Superliga,2017,69,52,65,65,59,69,74,73,59,68,73,78,69,56,65,81,73,79,73,66,70,59,48,49,50,62,65,70,68,11,13,7,11,10
178,74,Germany,69,73,Right,1,3,3,2017,attacker,25,1300000,summer,Premier League,2017,59,71,57,65,68,66,67,46,45,65,83,82,77,67,76,72,80,68,67,65,41,23,68,54,68,65,20,21,24,12,12,7,8,8
172,69,England,68,84,Right,1,3,3,2017,attacker,21,14000000,summer,Premier League,2017,45,71,57,59,56,67,68,61,55,64,92,87,76,61,88,65,75,72,58,67,78,36,70,48,68,66,20,17,21,10,13,13,12,7
172,69,England,68,84,Right,1,3,3,2017,attacker,20,14000000,winter,Premier League,2017,45,71,57,59,56,67,68,61,55,64,92,87,76,61,88,65,75,72,58,67,78,36,70,48,68,66,20,17,21,10,13,13,12,7
178,70,Switzerland,68,80,Right,1,3,2,2017,defender,21,1000000,summer,Ligue 1,2017,60,52,58,59,35,66,43,37,46,66,90,87,61,64,63,73,58,72,73,60,66,64,53,46,53,57,61,66,66,6,10,8,14,8
178,70,Switzerland,68,80,Right,1,3,2,2017,defender,21,1000000,summer,Scottish Premiership,2017,60,52,58,59,35,66,43,37,46,66,90,87,61,64,63,73,58,72,73,60,66,64,53,46,53,57,61,66,66,6,10,8,14,8
194,86,England,68,78,Right,1,2,1,2017,goalkeeper,25,10000000,summer,Premier League,2017,17,11,17,27,15,16,16,17,35,18,33,36,37,54,27,24,45,21,60,16,24,17,11,41,42,22,13,17,20,70,71,67,63,73
180,75,Italy,68,77,Right,1,3,2,2017,defender,22,4500000,summer,Serie A,2017,25,23,69,51,34,44,22,21,47,56,68,67,61,52,64,58,88,58,67,40,65,69,22,32,36,60,68,70,67,3,3,3,3,3
181,71,Netherlands,68,76,Right,1,3,2,2017,defender,22,1500000,summer,Jupiler Pro League,2017,64,22,66,65,32,63,47,47,61,64,69,71,68,64,68,44,70,82,62,25,73,68,54,53,57,63,68,66,64,11,10,7,12,13
175,63,Italy,68,76,Left,1,3,2,2017,attacker,23,3000000,summer,Serie A,2017,68,60,41,65,49,70,47,42,57,69,79,79,80,66,74,63,35,63,39,62,58,47,60,67,53,61,41,49,49,13,11,12,5,6
190,83,Benin,68,76,Right,1,3,2,2017,attacker,22,13000000,summer,Premier League,2017,40,72,77,58,55,65,43,41,44,69,67,64,63,62,54,63,64,61,79,57,67,42,66,55,65,54,43,35,40,14,15,6,12,15
172,71,France,68,75,Left,1,2,2,2017,defender,24,6000000,summer,Ligue 1,2017,63,29,53,61,34,59,54,33,47,62,76,75,74,66,78,49,73,72,55,26,59,67,59,46,38,53,65,68,70,15,8,16,10,13
190,83,Netherlands,68,75,Right,1,3,3,2017,midfielder,21,9000000,summer,Eredivisie,2017,67,58,59,71,65,63,76,74,73,70,63,70,62,64,50,78,66,71,78,73,74,53,58,65,58,55,52,64,57,6,13,8,8,13
182,76,Albania,67,83,Right,1,3,3,2017,attacker,20,1200000,summer,Serie A,2017,41,66,64,52,62,63,42,57,39,69,66,67,54,68,78,66,64,59,74,50,43,12,69,49,66,53,18,14,21,7,10,8,8,14
173,67,France,67,82,Right,1,4,4,2017,attacker,20,24000000,summer,Ligue 1,2017,64,61,53,66,59,77,65,46,57,74,86,84,85,68,84,69,55,58,45,49,36,15,64,59,47,47,23,16,22,10,9,12,7,7
173,67,France,67,82,Right,1,4,4,2017,attacker,20,10000000,summer,Ligue 1,2017,64,61,53,66,59,77,65,46,57,74,86,84,85,68,84,69,55,58,45,49,36,15,64,59,47,47,23,16,22,10,9,12,7,7
185,72,DR Congo,67,81,Right,1,2,2,2017,defender,20,3500000,summer,Premier League,2017,33,26,68,65,37,58,36,37,49,48,73,77,62,60,65,46,77,66,74,34,72,62,31,35,50,52,66,66,67,5,8,5,13,12
179,63,Norway,67,80,Right,1,4,4,2017,attacker,19,1500000,summer,Serie A,2017,64,63,33,55,50,69,57,38,36,70,90,90,83,55,74,68,48,70,43,51,40,30,64,56,53,56,21,27,31,7,11,8,12,14
187,77,Belgium,67,80,Left,1,4,3,2017,attacker,19,15000000,summer,Jupiler Pro League,2017,66,56,26,63,58,76,54,49,61,71,83,78,87,61,76,63,68,54,35,62,28,23,51,57,45,56,12,21,23,9,7,14,11,12
